               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.049478,            0.040023,            0.018326,             0.43439,             0.45789,             0.44516,             0.18728,            0.056852,            0.036673,            0.023943,            0.008845,            0.008845,            0.008845
                  37,            0.048681,            0.039219,            0.019134,             0.38037,             0.24204,             0.22671,             0.10884,            0.075647,            0.036362,            0.035655,            0.008812,            0.008812,            0.008812
                  38,            0.048018,            0.038876,            0.018243,             0.36427,             0.42527,              0.3748,              0.1735,            0.060032,             0.03517,            0.024353,            0.008779,            0.008779,            0.008779
                  39,            0.047502,            0.039286,            0.018253,             0.55274,             0.53677,             0.50599,             0.24947,             0.05764,            0.035175,            0.024128,            0.008746,            0.008746,            0.008746
                  40,            0.047214,            0.039683,             0.01803,              0.5272,             0.46601,             0.50331,             0.25086,            0.055569,            0.035038,            0.020834,            0.008713,            0.008713,            0.008713
                  41,            0.046536,            0.039208,            0.017299,             0.46575,             0.43623,             0.42063,             0.22776,            0.063262,            0.036737,            0.028747,             0.00868,             0.00868,             0.00868
                  42,            0.046841,            0.038933,             0.01759,             0.48626,             0.51647,             0.52114,             0.26032,            0.054163,            0.034288,            0.023892,            0.008647,            0.008647,            0.008647
                  43,            0.045386,            0.037354,            0.017028,             0.45931,             0.51766,             0.54051,             0.29194,            0.054153,            0.036914,            0.022564,            0.008614,            0.008614,            0.008614
                  44,            0.045455,            0.038516,            0.016815,             0.62491,             0.51762,             0.53123,             0.30808,             0.05284,            0.036148,            0.025008,            0.008581,            0.008581,            0.008581
                  45,            0.044616,            0.037747,            0.015961,             0.36087,             0.38696,             0.35008,             0.17609,            0.064769,            0.034627,            0.032553,            0.008548,            0.008548,            0.008548
                  46,            0.044283,            0.037519,            0.016033,             0.58244,             0.51919,             0.54974,             0.28699,            0.052001,            0.034328,            0.023045,            0.008515,            0.008515,            0.008515
                  47,            0.044468,            0.037467,            0.015694,             0.52493,             0.46117,             0.53589,             0.30385,            0.052376,            0.037131,            0.022645,            0.008482,            0.008482,            0.008482
                  48,            0.043432,            0.037643,            0.015049,             0.45157,             0.44403,             0.46753,             0.24056,            0.052299,            0.035297,            0.020334,            0.008449,            0.008449,            0.008449
                  49,            0.042897,            0.036947,            0.015035,             0.51986,             0.50145,             0.52889,             0.31563,            0.049859,            0.035044,             0.02429,            0.008416,            0.008416,            0.008416
