                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.90227,                0.84291,                 1.2029,                0.84466,                 0.7341,                0.79513,                0.58496,                 1.5102,                 1.2454,                 1.6127,               0.005017,               0.005017,               0.005017
                    153,                0.91525,                0.85217,                 1.2225,                0.84822,                0.74136,                0.80229,                0.59172,                 1.4933,                 1.2344,                 1.5792,               0.004984,               0.004984,               0.004984
                    154,                0.89479,                0.84205,                 1.2061,                0.82966,                0.74739,                0.79958,                0.59743,                  1.533,                 1.2589,                 1.6126,               0.004951,               0.004951,               0.004951
                    155,                0.88791,                0.82462,                 1.1971,                0.82053,                0.76908,                0.80383,                0.59457,                  1.522,                 1.2727,                 1.5969,               0.004918,               0.004918,               0.004918
                    156,                0.88688,                0.82571,                 1.1909,                0.81091,                0.77157,                0.79938,                0.58956,                 1.5617,                 1.2797,                  1.631,               0.004885,               0.004885,               0.004885
                    157,                0.88621,                0.81792,                 1.1872,                0.82809,                0.77286,                0.79719,                0.58468,                  1.508,                 1.3198,                 1.5981,               0.004852,               0.004852,               0.004852
                    158,                0.87999,                0.81006,                 1.1933,                0.87237,                0.74446,                 0.8025,                0.60957,                 1.5378,                 1.2225,                 1.6403,               0.004819,               0.004819,               0.004819
                    159,                0.86218,                0.80785,                 1.1937,                0.84913,                0.76878,                0.80334,                0.59069,                 1.5559,                 1.2967,                 1.6428,               0.004786,               0.004786,               0.004786
                    160,                0.88836,                 0.8088,                 1.1983,                0.82672,                0.73129,                0.78215,                0.56984,                 1.5466,                 1.2882,                  1.634,               0.004753,               0.004753,               0.004753
                    161,                0.86977,                0.80811,                 1.1922,                0.83427,                0.76392,                0.80486,                0.60015,                 1.5166,                 1.2414,                 1.5919,                0.00472,                0.00472,                0.00472
                    162,                0.86746,                0.80375,                 1.1836,                0.83687,                0.74233,                0.79213,                0.57635,                 1.5437,                 1.2665,                  1.624,               0.004687,               0.004687,               0.004687
                    163,                0.86835,                0.81439,                 1.1869,                0.87054,                0.75451,                0.80693,                 0.5998,                 1.5522,                 1.2018,                 1.6386,               0.004654,               0.004654,               0.004654
                    164,                0.85853,                0.79184,                 1.1705,                0.82854,                0.77556,                0.80742,                 0.5999,                 1.5196,                 1.2867,                 1.6009,               0.004621,               0.004621,               0.004621
                    165,                 0.8709,                0.80242,                 1.1869,                0.88028,                 0.7426,                    0.8,                0.59477,                 1.5744,                 1.3144,                  1.649,               0.004588,               0.004588,               0.004588
                    166,                0.86283,                0.78719,                 1.1679,                0.88188,                0.74345,                0.80079,                0.61203,                  1.536,                 1.1823,                 1.6393,               0.004555,               0.004555,               0.004555
                    167,                0.84867,                0.79429,                 1.1732,                0.87177,                0.74298,                0.79969,                0.59889,                  1.513,                 1.2718,                 1.6115,               0.004522,               0.004522,               0.004522
                    168,                0.84711,                0.78514,                  1.168,                0.84365,                   0.76,                0.79739,                 0.6017,                 1.5174,                  1.248,                 1.6229,               0.004489,               0.004489,               0.004489
                    169,                 0.8439,                0.77027,                 1.1505,                0.88004,                0.73609,                0.80537,                0.61308,                  1.482,                 1.2249,                 1.6022,               0.004456,               0.004456,               0.004456
                    170,                0.85121,                0.78854,                 1.1661,                0.86561,                 0.7434,                 0.7909,                0.59875,                 1.5234,                 1.2877,                  1.614,               0.004423,               0.004423,               0.004423
                    171,                0.85837,                0.78179,                 1.1687,                0.86561,                0.73598,                0.79576,                0.59056,                 1.5291,                 1.2853,                 1.6411,                0.00439,                0.00439,                0.00439
                    172,                0.84419,                0.77929,                 1.1678,                0.86303,                0.75073,                0.78792,                 0.5914,                 1.4971,                 1.2788,                 1.6181,               0.004357,               0.004357,               0.004357
                    173,                0.85245,                0.77733,                 1.1693,                0.82427,                0.76303,                0.79772,                0.60346,                 1.4927,                 1.2229,                 1.5881,               0.004324,               0.004324,               0.004324
                    174,                0.83715,                0.77619,                 1.1627,                0.85321,                0.75458,                0.79382,                 0.5922,                 1.5225,                 1.2819,                 1.5963,               0.004291,               0.004291,               0.004291
                    175,                0.83424,                0.75058,                 1.1539,                0.85248,                0.75684,                0.80231,                0.60387,                 1.5175,                 1.2767,                 1.6064,               0.004258,               0.004258,               0.004258
                    176,                0.85049,                 0.7789,                 1.1639,                0.79207,                0.76762,                0.79654,                 0.5637,                 1.6302,                 1.3311,                 1.6626,               0.004225,               0.004225,               0.004225
                    177,                0.84095,                0.76033,                 1.1568,                0.89348,                0.74092,                0.79856,                0.59784,                   1.51,                 1.2583,                 1.5955,               0.004192,               0.004192,               0.004192
                    178,                0.84195,                0.77715,                 1.1674,                0.83839,                0.74514,                0.79669,                0.59945,                 1.5454,                 1.2737,                 1.6368,               0.004159,               0.004159,               0.004159
                    179,                0.82472,                 0.7692,                 1.1475,                0.83815,                0.75512,                0.79324,                0.58605,                 1.5133,                  1.337,                  1.611,               0.004126,               0.004126,               0.004126
                    180,                0.83959,                0.76503,                 1.1619,                 0.8092,                 0.7595,                0.79401,                0.58015,                 1.5215,                 1.2841,                 1.6287,               0.004093,               0.004093,               0.004093
                    181,                0.83809,                0.75655,                 1.1608,                0.82506,                0.76543,                0.79958,                0.59024,                 1.5419,                 1.2926,                 1.6289,                0.00406,                0.00406,                0.00406
                    182,                0.82659,                0.75931,                 1.1532,                0.82231,                0.74749,                0.79491,                0.57955,                 1.5158,                 1.2726,                 1.6343,               0.004027,               0.004027,               0.004027
                    183,                0.83125,                0.75583,                 1.1626,                0.87795,                0.73689,                0.80482,                0.58337,                 1.5136,                 1.2093,                  1.634,               0.003994,               0.003994,               0.003994
                    184,                0.82797,                0.75701,                  1.156,                0.84255,                0.76045,                0.80571,                0.60222,                 1.5429,                 1.2437,                 1.6246,               0.003961,               0.003961,               0.003961
                    185,                0.82411,                0.74444,                 1.1522,                0.86041,                0.75067,                0.80791,                0.60611,                 1.5344,                 1.2436,                 1.6272,               0.003928,               0.003928,               0.003928
                    186,                0.82424,                0.74596,                 1.1505,                0.88273,                0.76778,                0.80178,                0.60977,                 1.4732,                 1.2774,                 1.5758,               0.003895,               0.003895,               0.003895
                    187,                0.81844,                0.74295,                 1.1441,                 0.8802,                0.73999,                0.79329,                0.60523,                 1.4754,                  1.337,                 1.6099,               0.003862,               0.003862,               0.003862
                    188,                0.80733,                0.73045,                 1.1413,                0.81944,                 0.7833,                0.81052,                0.62461,                  1.518,                 1.2607,                 1.6217,               0.003829,               0.003829,               0.003829
                    189,                0.81341,                0.72177,                 1.1396,                0.86984,                0.75023,                0.81009,                0.61206,                 1.4967,                 1.2304,                 1.5831,               0.003796,               0.003796,               0.003796
                    190,                0.81456,                0.72914,                 1.1465,                0.81994,                0.77809,                0.80046,                0.60385,                 1.4784,                 1.2811,                 1.5986,               0.003763,               0.003763,               0.003763
                    191,                0.80765,                0.72566,                 1.1414,                 0.8615,                0.76403,                0.80629,                  0.619,                 1.4694,                 1.2696,                 1.5875,                0.00373,                0.00373,                0.00373
                    192,                0.80704,                0.73856,                 1.1402,                0.86654,                0.75839,                0.80975,                0.61755,                 1.5017,                 1.2689,                 1.6002,               0.003697,               0.003697,               0.003697
                    193,                0.80354,                 0.7382,                 1.1399,                0.91875,                0.74186,                0.81234,                0.60355,                 1.5012,                 1.2691,                 1.6187,               0.003664,               0.003664,               0.003664
                    194,                0.79993,                0.72398,                 1.1339,                0.86724,                0.76723,                0.80687,                0.60557,                 1.5114,                 1.2494,                 1.6167,               0.003631,               0.003631,               0.003631
                    195,                0.77809,                0.70897,                 1.1277,                0.86974,                0.73965,                0.80787,                0.60753,                 1.4849,                 1.2043,                 1.6152,               0.003598,               0.003598,               0.003598
                    196,                0.79931,                0.72711,                 1.1329,                 0.8578,                0.75438,                 0.8066,                0.60819,                 1.5076,                 1.2361,                 1.5985,               0.003565,               0.003565,               0.003565
                    197,                0.78675,                 0.7084,                 1.1219,                0.88718,                0.73724,                0.79284,                0.61274,                 1.4625,                 1.2814,                 1.5465,               0.003532,               0.003532,               0.003532
                    198,                0.79283,                0.71238,                 1.1384,                0.86052,                0.73897,                0.79336,                0.60912,                 1.4954,                 1.3177,                  1.577,               0.003499,               0.003499,               0.003499
                    199,                0.79253,                0.72165,                 1.1342,                0.85861,                0.75719,                0.80125,                0.60073,                   1.52,                 1.2644,                  1.594,               0.003466,               0.003466,               0.003466
                    200,                0.78672,                 0.7095,                 1.1272,                0.85948,                 0.7649,                0.80787,                0.60771,                  1.467,                 1.2139,                 1.5776,               0.003433,               0.003433,               0.003433
                    201,                0.79364,                0.71501,                 1.1315,                0.87457,                0.76005,                0.81003,                0.61143,                 1.4628,                 1.2129,                 1.5954,                 0.0034,                 0.0034,                 0.0034
                    202,                0.79227,                 0.6997,                 1.1285,                0.87033,                 0.7602,                0.80718,                0.60416,                 1.4429,                 1.2999,                 1.5362,               0.003367,               0.003367,               0.003367
                    203,                0.79025,                0.70857,                 1.1291,                0.83802,                0.75947,                0.80311,                0.60171,                 1.4584,                 1.2743,                 1.5608,               0.003334,               0.003334,               0.003334
                    204,                0.76854,                0.70124,                 1.1184,                0.89838,                0.74807,                0.81091,                0.61362,                 1.4333,                 1.2294,                 1.5395,               0.003301,               0.003301,               0.003301
                    205,                0.77644,                0.69403,                 1.1256,                0.87306,                0.72406,                0.79937,                0.59638,                 1.4349,                  1.345,                 1.5401,               0.003268,               0.003268,               0.003268
                    206,                0.78463,                0.70206,                 1.1229,                0.82225,                0.76475,                0.80244,                0.60481,                  1.432,                 1.2595,                 1.5214,               0.003235,               0.003235,               0.003235
                    207,                0.78667,                0.70894,                 1.1242,                0.86074,                0.74243,                0.80216,                0.61316,                 1.4392,                 1.2539,                 1.5463,               0.003202,               0.003202,               0.003202
                    208,                0.77115,                0.69271,                 1.1167,                0.86706,                0.74429,                0.79949,                0.61187,                 1.4632,                 1.2709,                 1.5351,               0.003169,               0.003169,               0.003169
                    209,                0.75017,                0.67893,                  1.109,                0.86671,                0.76086,                0.80156,                0.62239,                 1.4207,                 1.2678,                 1.5343,               0.003136,               0.003136,               0.003136
                    210,                0.75256,                0.69052,                 1.1127,                  0.877,                0.74292,                0.80189,                0.61774,                 1.4677,                 1.2122,                 1.5897,               0.003103,               0.003103,               0.003103
                    211,                0.74834,                0.67447,                 1.1057,                0.84199,                0.75529,                0.80212,                 0.6079,                 1.4575,                 1.2458,                 1.5529,                0.00307,                0.00307,                0.00307
                    212,                0.75882,                0.68429,                 1.1135,                0.87202,                0.75214,                0.80286,                0.61652,                 1.4586,                 1.2509,                 1.5486,               0.003037,               0.003037,               0.003037
                    213,                0.75325,                0.67704,                 1.1086,                0.85848,                0.76401,                0.80633,                0.61529,                 1.4486,                 1.2364,                 1.5189,               0.003004,               0.003004,               0.003004
                    214,                0.75795,                0.67818,                 1.1054,                0.87112,                0.75165,                0.80109,                0.61509,                 1.4498,                 1.2198,                 1.5621,               0.002971,               0.002971,               0.002971
                    215,                0.75377,                0.67042,                  1.109,                0.83841,                0.74986,                  0.802,                0.62004,                 1.4243,                  1.269,                  1.526,               0.002938,               0.002938,               0.002938
                    216,                0.74895,                0.66809,                 1.1133,                0.87762,                0.74631,                0.80172,                0.61215,                 1.4275,                 1.2724,                 1.5168,               0.002905,               0.002905,               0.002905
                    217,                0.74779,                0.67837,                 1.1002,                0.84171,                0.75311,                0.79449,                0.61034,                 1.3911,                 1.2805,                 1.5069,               0.002872,               0.002872,               0.002872
                    218,                0.75334,                0.66452,                  1.104,                0.86513,                0.75411,                0.79419,                0.60636,                 1.4161,                  1.279,                 1.5192,               0.002839,               0.002839,               0.002839
                    219,                0.75226,                0.68386,                 1.1062,                0.91849,                0.73787,                0.81132,                0.62817,                 1.3813,                 1.2269,                 1.5119,               0.002806,               0.002806,               0.002806
                    220,                 0.7341,                0.66729,                 1.1028,                0.89767,                0.75422,                0.81648,                 0.6233,                 1.4184,                 1.2632,                 1.5463,               0.002773,               0.002773,               0.002773
                    221,                0.76048,                0.67585,                 1.1033,                0.87865,                0.74418,                0.80262,                0.62134,                 1.4163,                  1.249,                 1.5249,                0.00274,                0.00274,                0.00274
                    222,                0.72981,                0.65126,                 1.0884,                 0.8808,                 0.7624,                0.80667,                0.62462,                 1.3809,                 1.2734,                 1.5013,               0.002707,               0.002707,               0.002707
                    223,                0.75422,                0.68832,                 1.1074,                0.86377,                0.75392,                0.80232,                0.62204,                  1.431,                 1.2381,                 1.5531,               0.002674,               0.002674,               0.002674
                    224,                0.73918,                0.66307,                 1.0968,                0.90361,                0.73396,                0.79669,                0.60624,                 1.4574,                  1.304,                 1.5527,               0.002641,               0.002641,               0.002641
                    225,                0.73957,                0.65818,                 1.0982,                0.90453,                0.72933,                0.79642,                0.60817,                 1.3948,                 1.3061,                 1.5031,               0.002608,               0.002608,               0.002608
                    226,                0.73274,                0.64764,                 1.0877,                0.90411,                0.74016,                0.79842,                 0.6214,                 1.4164,                 1.3035,                 1.5293,               0.002575,               0.002575,               0.002575
                    227,                0.74509,                0.65797,                 1.0981,                0.85202,                0.77012,                0.80052,                 0.6132,                 1.4499,                 1.3284,                 1.5552,               0.002542,               0.002542,               0.002542
                    228,                0.73297,                0.65987,                  1.094,                0.87455,                0.74094,                 0.7994,                0.61986,                 1.4528,                 1.3531,                 1.5617,               0.002509,               0.002509,               0.002509
                    229,                 0.7323,                0.64945,                 1.0941,                0.85857,                 0.7586,                0.79752,                0.61347,                 1.4618,                 1.2616,                 1.5542,               0.002476,               0.002476,               0.002476
                    230,                 0.7472,                0.66374,                 1.0978,                0.89509,                0.75543,                0.80519,                0.62025,                 1.4114,                 1.2215,                 1.4922,               0.002443,               0.002443,               0.002443
                    231,                0.72134,                0.64513,                 1.0924,                0.90629,                 0.7588,                0.80657,                0.61897,                 1.4166,                 1.2127,                 1.5126,                0.00241,                0.00241,                0.00241
                    232,                0.71568,                0.64165,                 1.0902,                0.88689,                0.76675,                0.80926,                0.63031,                 1.4215,                 1.2134,                 1.5277,               0.002377,               0.002377,               0.002377
                    233,                0.71948,                0.63426,                 1.0907,                0.88161,                0.76145,                0.80457,                0.62575,                 1.4199,                 1.2511,                 1.5298,               0.002344,               0.002344,               0.002344
                    234,                0.72795,                0.67157,                 1.1053,                0.87462,                0.76232,                0.80365,                0.61959,                 1.4542,                 1.2262,                  1.553,               0.002311,               0.002311,               0.002311
                    235,                0.73091,                0.64497,                 1.0953,                0.87992,                0.75621,                0.79935,                0.62341,                 1.4352,                 1.2958,                  1.559,               0.002278,               0.002278,               0.002278
                    236,                 0.7273,                0.64356,                 1.0908,                0.87775,                0.75362,                0.80555,                0.62385,                 1.4253,                 1.2639,                 1.5577,               0.002245,               0.002245,               0.002245
                    237,                0.72583,                0.65454,                 1.0967,                0.86728,                0.75515,                0.80269,                0.62373,                 1.4244,                 1.2427,                 1.5657,               0.002212,               0.002212,               0.002212
                    238,                0.70692,                 0.6335,                 1.0863,                 0.8522,                0.76193,                0.79968,                0.61733,                  1.443,                 1.2719,                 1.5797,               0.002179,               0.002179,               0.002179
                    239,                0.69779,                0.63126,                 1.0731,                0.89486,                0.75759,                0.81268,                0.62239,                 1.4221,                 1.2347,                 1.5413,               0.002146,               0.002146,               0.002146
                    240,                0.73049,                 0.6565,                 1.0936,                0.89929,                0.74525,                0.80944,                0.61894,                 1.4047,                 1.2471,                 1.5259,               0.002113,               0.002113,               0.002113
                    241,                0.71756,                0.63872,                 1.0906,                0.90417,                0.73909,                0.80654,                0.62466,                 1.4381,                 1.2218,                 1.5572,                0.00208,                0.00208,                0.00208
                    242,                0.70813,                0.63212,                 1.0789,                0.89274,                0.72195,                0.80245,                0.60743,                 1.4266,                 1.2657,                 1.5708,               0.002047,               0.002047,               0.002047
                    243,                0.70187,                0.63055,                 1.0774,                0.86995,                0.76205,                0.80459,                0.60932,                 1.4279,                 1.2204,                 1.5488,               0.002014,               0.002014,               0.002014
                    244,                0.70694,                0.62149,                 1.0777,                0.87272,                0.76389,                0.80426,                0.62363,                 1.4143,                 1.1978,                 1.5567,               0.001981,               0.001981,               0.001981
                    245,                 0.6945,                0.62123,                 1.0687,                0.91107,                0.75062,                0.80349,                0.61612,                 1.4231,                 1.1995,                 1.5573,               0.001948,               0.001948,               0.001948
                    246,                 0.7065,                0.63039,                 1.0785,                0.86616,                0.75818,                0.80562,                0.61633,                 1.4108,                 1.2386,                 1.5445,               0.001915,               0.001915,               0.001915
                    247,                0.68359,                0.61425,                  1.063,                 0.8793,                0.74607,                 0.8015,                0.61436,                 1.4404,                 1.2648,                 1.5672,               0.001882,               0.001882,               0.001882
                    248,                0.68667,                0.61007,                 1.0708,                0.87538,                0.75776,                0.80807,                0.61905,                 1.4175,                 1.2827,                  1.531,               0.001849,               0.001849,               0.001849
                    249,                0.68428,                0.61405,                 1.0629,                0.87376,                0.76733,                0.81154,                 0.6162,                 1.4251,                 1.2621,                 1.5266,               0.001816,               0.001816,               0.001816
                    250,                0.69168,                0.61316,                 1.0664,                0.85589,                0.74222,                0.80534,                0.62159,                 1.4183,                 1.2861,                  1.534,               0.001783,               0.001783,               0.001783
                    251,                0.69027,                  0.608,                 1.0659,                0.85547,                0.74959,                0.79623,                0.62283,                 1.4259,                 1.2836,                 1.5366,                0.00175,                0.00175,                0.00175
                    252,                0.69887,                0.62214,                 1.0708,                0.87578,                0.75236,                0.80871,                0.62879,                  1.408,                 1.2688,                 1.5161,               0.001717,               0.001717,               0.001717
                    253,                0.68659,                0.60987,                 1.0685,                0.88116,                0.77015,                0.81241,                0.63381,                 1.4169,                 1.2014,                 1.5455,               0.001684,               0.001684,               0.001684
                    254,                   0.69,                0.60693,                 1.0745,                0.90268,                0.74857,                0.80862,                0.61925,                 1.4224,                 1.2244,                 1.5551,               0.001651,               0.001651,               0.001651
                    255,                0.68645,                0.61121,                 1.0739,                0.88813,                 0.7443,                0.80589,                0.61683,                 1.4154,                 1.2166,                 1.5435,               0.001618,               0.001618,               0.001618
                    256,                0.67632,                0.60548,                 1.0628,                0.87898,                0.75629,                0.81035,                0.62315,                 1.4346,                 1.2537,                 1.5746,               0.001585,               0.001585,               0.001585
                    257,                0.69487,                0.62037,                 1.0784,                 0.8694,                0.76816,                0.81314,                0.62455,                 1.4381,                 1.2485,                 1.5711,               0.001552,               0.001552,               0.001552
                    258,                0.71056,                0.61813,                 1.0806,                0.90959,                0.73898,                0.81075,                 0.6257,                 1.4244,                 1.2287,                 1.5549,               0.001519,               0.001519,               0.001519
                    259,                0.66506,                0.59019,                 1.0546,                0.89379,                 0.7505,                0.80995,                0.62311,                 1.4207,                 1.2609,                 1.5599,               0.001486,               0.001486,               0.001486
                    260,                0.67947,                0.61281,                 1.0613,                 0.8784,                0.74617,                0.80522,                0.62239,                 1.4105,                  1.266,                 1.5364,               0.001453,               0.001453,               0.001453
                    261,                0.67844,                0.61348,                 1.0638,                0.91479,                0.73603,                0.80901,                0.62056,                 1.4132,                 1.2492,                 1.5478,                0.00142,                0.00142,                0.00142
                    262,                0.67015,                0.59319,                 1.0526,                0.89185,                0.74998,                0.80531,                0.61954,                 1.4099,                 1.2769,                 1.5438,               0.001387,               0.001387,               0.001387
                    263,                0.66878,                0.59866,                 1.0583,                0.87972,                0.75645,                0.81103,                0.62607,                  1.421,                 1.2178,                  1.551,               0.001354,               0.001354,               0.001354
                    264,                 0.6741,                0.60743,                 1.0634,                0.87828,                0.75172,                0.80842,                0.62953,                 1.4181,                 1.2485,                 1.5441,               0.001321,               0.001321,               0.001321
                    265,                0.67445,                0.60415,                 1.0554,                0.88925,                0.76554,                0.81317,                0.63392,                 1.3712,                 1.2159,                    1.5,               0.001288,               0.001288,               0.001288
                    266,                0.68813,                0.62153,                 1.0733,                0.88459,                0.76196,                0.81264,                0.63202,                  1.377,                 1.2335,                 1.5103,               0.001255,               0.001255,               0.001255
                    267,                0.66362,                0.59359,                   1.06,                0.85994,                0.76675,                0.80646,                0.62106,                 1.4257,                   1.27,                 1.5429,               0.001222,               0.001222,               0.001222
                    268,                0.66951,                0.58531,                 1.0582,                0.88535,                0.76786,                0.80684,                  0.619,                 1.4177,                 1.2922,                 1.5324,               0.001189,               0.001189,               0.001189
                    269,                0.65392,                0.59131,                 1.0518,                0.86291,                0.76728,                0.80859,                0.62061,                 1.4361,                 1.2808,                 1.5439,               0.001156,               0.001156,               0.001156
                    270,                0.65483,                 0.5842,                 1.0541,                0.87512,                0.75249,                0.80312,                0.61499,                 1.4441,                 1.2728,                  1.552,               0.001123,               0.001123,               0.001123
                    271,                0.66763,                0.59429,                 1.0538,                0.86868,                0.76843,                0.80615,                  0.626,                 1.4139,                   1.25,                 1.5494,                0.00109,                0.00109,                0.00109
                    272,                0.67187,                0.59726,                 1.0571,                0.89626,                0.76377,                0.81389,                 0.6352,                 1.4174,                 1.2294,                 1.5636,               0.001057,               0.001057,               0.001057
                    273,                0.65268,                0.57377,                 1.0502,                0.89372,                0.76023,                0.80799,                0.62742,                 1.4244,                 1.2482,                 1.5674,               0.001024,               0.001024,               0.001024
                    274,                0.65315,                0.59187,                 1.0497,                0.86604,                0.76195,                0.80211,                0.62477,                 1.4256,                 1.2482,                 1.5667,               0.000991,               0.000991,               0.000991
                    275,                 0.6446,                0.57294,                 1.0465,                0.87739,                0.76283,                0.80315,                0.63064,                 1.3993,                 1.2607,                 1.5391,               0.000958,               0.000958,               0.000958
                    276,                0.65013,                 0.5812,                 1.0496,                0.88433,                0.75707,                0.80743,                0.62029,                 1.4136,                 1.2697,                 1.5642,               0.000925,               0.000925,               0.000925
                    277,                0.64477,                  0.576,                 1.0472,                0.87986,                0.75866,                0.80704,                0.62172,                 1.4067,                  1.229,                 1.5592,               0.000892,               0.000892,               0.000892
                    278,                 0.6428,                0.57362,                 1.0512,                0.88142,                0.76822,                0.80752,                0.62466,                 1.4088,                  1.229,                 1.5667,               0.000859,               0.000859,               0.000859
                    279,                0.64941,                0.57247,                 1.0473,                0.87776,                0.75605,                0.80553,                0.62437,                 1.4206,                 1.2537,                 1.5712,               0.000826,               0.000826,               0.000826
                    280,                0.64444,                0.57293,                 1.0524,                0.88307,                0.75741,                0.80194,                0.62309,                 1.4182,                 1.2509,                 1.5588,               0.000793,               0.000793,               0.000793
                    281,                0.66011,                 0.5797,                 1.0509,                0.88891,                0.76357,                0.80461,                 0.6195,                 1.4207,                 1.2484,                 1.5572,                0.00076,                0.00076,                0.00076
                    282,                0.65228,                0.57753,                 1.0506,                0.89904,                0.75199,                0.80762,                0.62031,                 1.4143,                 1.2494,                 1.5613,               0.000727,               0.000727,               0.000727
                    283,                0.64265,                0.56257,                 1.0433,                0.88507,                0.75825,                0.81103,                0.63602,                 1.4042,                 1.2639,                 1.5555,               0.000694,               0.000694,               0.000694
                    284,                0.64989,                0.57473,                 1.0445,                0.88958,                0.75295,                0.80934,                0.63142,                 1.3836,                 1.2512,                 1.5372,               0.000661,               0.000661,               0.000661
                    285,                0.63317,                0.56944,                 1.0436,                0.89424,                0.76373,                0.80745,                 0.6288,                 1.3987,                 1.2411,                 1.5439,               0.000628,               0.000628,               0.000628
                    286,                0.61423,                0.55598,                 1.0293,                 0.9059,                0.76213,                0.81269,                0.62764,                 1.3818,                 1.2417,                 1.5301,               0.000595,               0.000595,               0.000595
                    287,                0.63166,                0.56704,                 1.0478,                0.91662,                0.75487,                0.81007,                0.62626,                 1.3827,                 1.2463,                 1.5288,               0.000562,               0.000562,               0.000562
                    288,                0.63671,                0.57136,                 1.0467,                 0.9083,                0.75368,                0.81099,                0.62693,                 1.3806,                 1.2486,                 1.5337,               0.000529,               0.000529,               0.000529
                    289,                0.62859,                0.56167,                 1.0417,                0.91086,                0.75419,                0.80987,                 0.6336,                 1.3756,                 1.2251,                 1.5233,               0.000496,               0.000496,               0.000496
                    290,                0.63589,                0.53953,                 1.0256,                0.90207,                 0.7508,                0.80151,                0.61983,                  1.376,                 1.2292,                 1.5416,               0.000463,               0.000463,               0.000463
                    291,                0.60471,                0.48126,                0.99693,                0.88493,                0.74589,                0.79388,                0.61682,                 1.3917,                 1.2723,                  1.564,                0.00043,                0.00043,                0.00043
                    292,                0.56729,                 0.4552,                0.98537,                0.91181,                0.74486,                0.80088,                0.61898,                 1.3787,                 1.2625,                 1.5575,               0.000397,               0.000397,               0.000397
                    293,                0.58267,                0.45926,                0.99375,                0.88743,                0.74811,                0.79907,                0.61736,                 1.3877,                 1.2994,                 1.5637,               0.000364,               0.000364,               0.000364
                    294,                0.55186,                0.43999,                0.98126,                0.91459,                0.73193,                 0.8016,                0.62096,                 1.3835,                 1.2929,                   1.56,               0.000331,               0.000331,               0.000331
                    295,                0.55224,                0.44095,                0.98539,                0.88268,                0.75139,                0.80097,                0.62034,                 1.3748,                 1.2883,                 1.5541,               0.000298,               0.000298,               0.000298
                    296,                 0.5386,                0.43846,                0.98265,                0.87027,                0.76548,                0.80233,                0.62988,                 1.3721,                 1.2775,                 1.5567,               0.000265,               0.000265,               0.000265
                    297,                0.54266,                  0.442,                0.98067,                0.88531,                0.75381,                0.80041,                0.63233,                 1.3772,                 1.2754,                 1.5676,               0.000232,               0.000232,               0.000232
                    298,                0.53104,                0.44333,                0.97327,                0.86467,                 0.7698,                0.80053,                0.62612,                 1.3772,                 1.2911,                 1.5677,               0.000199,               0.000199,               0.000199
                    299,                0.54277,                 0.4387,                0.98425,                0.91254,                0.73774,                0.80176,                 0.6327,                 1.3804,                 1.2881,                 1.5653,               0.000166,               0.000166,               0.000166
